year_sine,day_sine,moon_phase,estimated_central_pressure,max_sustained_surface_wind,pressure_drop,ir_x_1,ir_y_1,ir_x_2,ir_y_2,ir_x_3,ir_y_3,ir_x_4,ir_y_4,ir_x_5,ir_y_5,ir_x_6,ir_y_6,ir_x_7,ir_y_7,ir_x_8,ir_y_8,wv_x_1,wv_y_1,wv_x_2,wv_y_2,wv_x_3,wv_y_3,wv_x_4,wv_y_4,wv_x_5,wv_y_5,wv_x_6,wv_y_6,wv_x_7,wv_y_7,wv_x_8,wv_y_8,dx,dy
-0.989932495087353,-1.0,-0.5044305296972222,978.0,75.0,30.0,7.9264164,-12.201731,1.6283891,-9.065582,-2.2802248,-7.0230603,2.3881598,-13.255407,4.59006,-13.600676,7.4847817,-11.423813,14.365819,-11.734985,14.024754,-6.1134505,10.002322,-19.553974,4.414891,-12.923806,-0.7751362,-5.116284,-3.5280302,-4.5108795,-0.6558627,-2.2832246,2.3024209,5.3743434,4.1191535,9.264244,4.7781696,8.751415,0.09999999999999964,-0.09999999999999432
-0.4004539056512665,-0.7071067811865475,0.9623027359311532,997.0,40.0,8.0,-2.2789032,-18.889818,-3.9974754,-14.061415,2.9834256,-17.373896,7.0607233,-26.287622,13.859945,-17.871195,21.370176,-11.6994095,42.265827,-10.037869,55.86391,-12.615979,-0.7876835,-19.501286,-2.124802,-14.254773,-0.24973288,-12.139418,-0.11776922,-9.424252,0.20937027,-3.866342,2.8097935,7.372629,2.7331111,18.258234,4.681645,48.181038,0.0,0.0
0.7101350157125358,-1.0,0.7095456888318212,998.0,25.0,4.0,-7.524489,-13.049486,-3.7746146,-0.7043773,-1.0675458,3.810371,5.5321956,1.7485679,9.547287,1.7441068,15.337648,7.7543397,14.970818,12.219958,7.401768,5.8241963,2.8139575,-13.148854,7.512202,-0.1488236,6.322396,9.353272,3.5144007,9.721912,1.4233813,7.9632325,0.50235176,8.506359,2.25183,8.679829,-2.0371444,2.4951012,0.5,0.0
0.3456123126707335,-0.7071067811865475,0.1303025211440612,988.0,45.0,10.0,1.9661986,-9.823724,0.8966716,-10.027652,4.1929355,4.2225933,2.5205405,0.3395106,-0.51517177,-3.7950034,1.6336601,-7.479546,4.900313,-6.0397205,4.693031,-4.5331216,2.359696,11.542605,0.7753306,10.982055,0.51200455,9.105822,1.7756674,0.6637251,-0.45175162,-3.4347181,2.5115564,-5.027412,6.783215,-4.7821193,7.5830655,-4.3568406,0.0,-0.29999999999999716
0.440518784350495,-3.216245299353273e-16,-0.9049372905091352,970.0,77.0,30.0,-12.93153,35.51124,-10.618687,22.801155,-5.8126755,9.698964,-1.6973368,-2.914738,-0.12129578,-4.4293604,1.2042613,-6.1409616,-1.9276478,-4.0827036,-2.1854224,-0.46466157,-12.11889,45.324146,-14.48111,27.199402,-8.712168,14.368477,-2.3673973,2.4123967,-0.55704737,-5.5890627,2.6523166,-7.228432,0.907273,-1.3687754,0.8801154,-1.075858,1.5,-1.5
-0.9128458599921356,-0.7071067811865477,-0.6741554669821073,1000.0,30.0,5.0,0.41046214,-6.0384607,1.7681588,-4.020019,1.2053449,-4.486731,-0.15977754,-5.5121737,-3.126579,-4.269843,-1.7926028,-3.096722,-1.0598503,1.0912594,-2.564053,11.224169,12.770536,-14.1963005,6.664676,-7.183957,2.3759995,-3.6618671,-3.0428057,-8.090937,-4.776682,-1.7806854,-3.4387136,4.27396,-3.448795,11.687585,-3.5417984,16.860624,-0.20000000000000107,-0.5
-0.6744436188329457,-1.0,-0.4023298963996182,1002.0,30.0,5.0,1.227617,-3.0865557,-1.1931419,-7.40303,1.5325458,-10.676572,2.9857845,-6.495436,0.62792546,5.4948497,0.7886188,8.941516,1.4506929,7.2851586,7.5314293,4.8826947,0.03936566,-5.649693,0.4663916,-6.5576344,0.06967965,-4.6898365,-0.15906894,1.0102012,0.36840904,11.521503,2.384536,17.737707,2.527842,13.802404,7.791242,10.329519,0.0,-0.5
-0.8996308696522434,-3.216245299353273e-16,0.8302345400240547,954.0,100.0,52.0,3.5729454,10.524963,0.3924369,10.718069,-4.2389083,7.6169963,-4.0693502,3.3776932,-0.8290911,-1.6140156,-2.3386953,-2.5214453,-3.125769,-1.7692107,1.3658262,-6.0942073,8.529743,3.7954328,2.922902,10.388012,4.098237,21.715006,3.463538,18.856607,3.075208,7.1748977,-1.8187958,-5.484268,-3.3648415,-6.429812,2.8289084,-9.532878,1.0999999999999996,0.0
0.5012418134457758,-1.0,-0.3365562392912008,992.0,45.0,10.0,1.1224169,3.7887764,2.7780383,11.102048,2.6245131,2.6662126,3.2847688,0.78018326,5.970127,-1.7871577,3.7550373,2.5468888,4.1864424,0.874756,7.030241,-1.4581578,-1.5541375,19.429214,-0.11549448,16.98656,2.6512413,10.004767,2.3543544,7.8585496,3.38855,5.8082757,3.3001828,3.4982808,4.186034,-1.3651156,6.8526154,-4.0079703,0.0,0.0
0.440518784350495,-1.0,-0.926716133189938,978.0,65.0,22.0,-11.174539,16.640125,-4.305555,10.936621,-1.8808026,8.42503,2.124458,-3.5562327,1.5470899,-5.187212,3.6661975,0.2518874,2.7141101,-1.2055503,2.723537,-0.018765185,-15.155791,26.091486,-8.361588,13.894337,-1.4693062,12.419084,-0.4350659,-2.3929691,-0.17732339,-6.413874,3.2699687,-4.5685835,3.6840281,-3.8007975,3.2513516,-2.1501467,0.5,0.0
-0.5221325810768248,-0.7071067811865475,0.2111264811087481,1000.0,40.0,4.0,-12.769013,-22.58638,-11.695818,-19.661785,0.8350076,-39.39659,24.994913,-19.8375,16.71392,-5.6384163,15.567843,-2.0067334,29.541317,17.336754,39.33252,37.40634,-10.962546,-18.961771,-11.846609,-16.74786,-5.859327,-1.3278508,-0.28494987,6.627772,1.4868234,7.1105757,2.0602036,6.3568006,4.479043,17.340061,7.6290755,28.776545,0.1999999999999993,-0.5
0.9721181966290612,-1.0,-0.9880770585551054,996.0,40.0,8.0,-17.80419,-13.734458,-13.197206,-10.3355,-1.2155482,-6.4113903,18.114658,-4.2322617,12.560088,-3.4809227,-0.97506523,8.170582,1.9073236,13.690444,5.482825,12.931891,-6.664226,-1.213509,-6.2486134,-5.329201,1.032268,-7.663053,2.4394484,-1.9396986,-0.16860814,5.842597,-2.0368311,12.713097,1.0119871,20.545444,5.3362474,13.13594,1.0,0.5
-0.8744809578310401,-0.7071067811865475,-0.3354073536508448,996.0,35.0,7.0,-16.496275,-8.862889,-14.846576,1.1614401,-0.9757391,-18.220776,6.616313,-12.420868,6.713051,-2.961231,6.317332,3.3410382,6.5573025,-1.0447391,7.411186,-3.2845812,-13.693314,-7.9964113,-12.381922,3.8809955,-2.3010285,6.945642,1.8685721,6.5536003,1.876032,11.578637,2.7639341,6.8374166,1.263139,1.58783,0.47622395,1.2017488,0.3000000000000007,-0.29999999999999716
-0.8840675099433637,-3.216245299353273e-16,0.7724352747349854,1002.0,25.0,3.0,1.636775,6.859274,0.49035254,-0.8611373,-0.3391431,0.24351433,0.11120057,8.216443,-2.4471462,1.1413932,-5.6177816,-4.3034997,-3.0581331,-9.154887,0.4447105,-9.005182,3.6687922,3.3520014,4.9296913,6.976406,4.9303727,18.71142,2.2495189,19.199963,-2.6380823,9.83929,-6.535607,-1.6471505,-2.2714822,-7.055293,0.8083534,-11.007013,0.5,-0.5
0.9679377830240642,-0.7071067811865475,-0.9999393111603976,996.0,25.0,4.0,-2.376813,-11.515385,-3.1246576,-10.59867,0.04048282,-4.2492537,-1.3353089,-4.472719,2.486875,-12.735674,7.7003765,-4.257076,4.024947,10.749829,3.5271223,11.415016,2.9944036,-16.509096,0.91704774,-10.045717,1.2540255,-7.1507406,-1.6185753,-4.8689785,-2.6749854,-0.29656798,1.0087216,12.756232,2.3392403,16.896383,0.6082671,17.038084,0.5,1.5
-0.9398560579418952,0.7071067811865476,0.1846136695344827,974.0,80.0,30.0,3.2406678,-4.8348317,0.2230557,-6.371314,-1.1797955,-4.2963243,-0.58715147,0.07151151,1.633009,1.0789917,2.583829,1.3390859,2.8905673,2.3399737,2.1394637,4.9115777,-2.5991585,-3.023688,-2.562124,-4.927194,-1.765306,-3.4152772,-0.8056542,2.3925176,2.8788779,3.288835,5.008584,3.802008,2.8722563,6.333277,2.877172,11.075187,0.5,0.5
-0.8840675099433637,-1.0,0.9964769590804504,1002.0,35.0,7.0,2.9746928,15.907721,-2.299717,8.236068,2.1098096,6.4457226,1.8368427,-1.39442,1.5543545,1.6087965,0.110674046,1.1487436,-1.6305064,-1.4753004,-2.820408,-0.90024513,-4.120851,22.537806,-2.9852731,15.654418,-3.3547997,18.878248,-2.9780996,9.948226,0.15984018,0.38481385,2.4816225,-0.716377,2.407834,-1.6258693,0.8521081,-5.1595354,0.10000000000000142,0.10000000000000853
-0.8840675099433637,-0.7071067811865477,0.9984662524618864,1003.0,30.0,5.0,-2.98732,16.322474,-3.2998428,15.342706,-1.4854232,8.879075,-0.72929436,4.980268,-1.2879488,0.4465003,0.047587804,1.5870718,-1.7268217,2.801927,-3.189157,0.96684533,-3.8035424,22.140486,-5.2609034,17.825863,-6.2349544,22.387316,-3.6765854,12.218691,-0.68310803,0.37176308,2.237366,-2.606286,0.5078553,-3.1884193,-0.8167386,-3.632904,0.09999999999999787,0.29999999999999716
-0.8311706263658079,1.0,-0.2227500612340058,998.0,35.0,6.0,1.2661867,-5.8434277,2.509026,-6.8113394,1.4487365,-4.387888,-7.72719,-4.1769156,-9.885311,-5.303797,-6.474734,-2.577859,-7.694499,0.024871368,-16.586563,-3.2627935,1.1435097,-6.906182,4.043003,-8.193333,2.3720763,-7.6941032,-0.88663113,-3.9809346,-1.4827083,0.66066015,-2.2218657,5.834624,-1.7427572,14.728555,0.72849584,23.734179,0.0,-0.5
0.3777079652039649,-0.7071067811865475,-0.9751689076402944,990.0,45.0,10.0,-3.1160383,-40.806267,-0.42094654,-21.590513,-0.26479426,2.306892,2.5013778,5.969761,3.3394382,-4.663531,4.2203517,-8.639984,3.2422009,-2.2023876,2.7826557,-1.0454674,-2.2730298,3.1987684,0.8556738,8.576069,-1.0060445,5.224788,2.451664,1.6275494,4.7518597,-8.797735,4.7291803,-9.418347,-1.4363973,-5.079612,0.7701873,-3.6476998,-0.3000000000000007,-0.30000000000000426
-0.8919813464595487,-0.7071067811865475,-0.4901619350844725,988.0,60.0,18.0,73.83993,-24.930454,25.317537,-4.781061,3.9808974,6.836121,2.3441012,7.7115674,1.023382,6.79342,0.727743,-1.0449499,-1.7589903,-3.705043,-1.7404414,-8.454034,13.918006,9.985964,11.544625,20.558119,1.6908003,19.98946,-2.8345413,13.017519,-2.85927,8.411975,1.7969865,0.15078382,0.29315048,-5.5214186,-3.457995,-6.95244,0.20000000000000107,-0.5
-0.9197204370389466,-0.7071067811865475,-0.8340696533782052,998.0,35.0,6.0,0.93889797,1.0388769,2.5569346,-3.76371,-3.1952672,-6.196,-5.1595993,-19.98731,0.6822972,-29.420454,21.339363,-22.74837,24.373486,-13.24512,16.012123,-7.993453,-1.2744364,-1.1780847,-2.7765934,-3.5025127,-3.359626,-4.891632,0.21898772,-1.3344996,-0.30267805,9.815699,2.0443513,7.2557335,2.3247845,9.317381,2.5889919,14.857177,-0.1999999999999993,-0.29999999999999716
-0.7469720876965551,-3.216245299353273e-16,0.6261929307170588,964.0,90.0,40.0,4.750276,3.5561123,0.6640795,3.8240612,-1.0610806,-1.7189689,-0.46806827,-2.4691465,-1.6872245,-0.47237375,-0.27780643,4.8446245,-1.3356386,1.1434041,-0.5625985,6.0124474,1.7233255,0.9345664,2.7616827,1.1556495,0.9779902,-2.0247278,-1.03845,0.062228337,-0.020829583,2.5327487,4.487344,6.974673,5.196409,22.904753,3.5773025,48.347427,2.5,-2.0
0.4862727071086899,-1.0,-0.521621153229154,980.0,65.0,22.0,0.39813122,6.018463,-2.3809352,7.350844,1.6498916,10.868418,2.0536714,3.5723374,2.031828,-1.4549105,4.093239,-2.4281783,4.4988437,1.327193,3.3451793,0.7754279,-1.3282086,11.419721,-4.843339,13.652297,-0.045969278,14.617628,-1.3429967,8.28538,-1.3047554,-0.23892294,1.5999111,2.3156729,3.1185918,3.7572956,4.3107486,-0.17732033,0.5,-0.5
-0.8826787983255476,-0.7071067811865475,-0.1519874146587827,994.0,40.0,8.0,-7.8452926,-5.8813615,-6.829492,-4.2848215,-1.1766639,-23.816835,6.9571605,-18.554138,5.0388527,-8.192707,2.6290805,0.96596545,2.8200924,0.025984757,4.87838,-0.17153852,-6.801278,-4.943331,-4.644634,-2.724626,0.2084431,1.6283358,1.9619565,2.6857872,1.0085893,7.433958,2.334274,8.458256,2.1993923,4.1135635,4.378182,5.8023505,0.0,0.0
-0.5366961939916011,-1.0,0.0452439891139528,1003.0,25.0,2.0,-10.13425,-10.66474,-13.102233,-13.280115,-9.078712,-9.304222,1.6033088,-5.8355317,3.3813896,-1.305665,2.3133082,8.153174,9.883746,15.70572,33.40695,28.81642,-11.016744,-16.665707,-6.739023,-18.480354,-6.1857324,-7.3536882,-4.680613,-2.341797,-6.0098953,8.28366,-4.471034,14.851639,-2.4615777,22.247631,-0.08757704,26.09467,0.7000000000000002,-0.7999999999999972
-0.9455963874271428,-0.7071067811865477,0.2324102240781252,984.0,55.0,16.0,-3.8011055,-8.7292795,-2.0106924,-5.907633,-1.9159765,-4.6394606,-0.61697626,-2.8457267,0.560522,0.32513383,0.83499926,2.1790965,1.3626645,4.346159,-0.73842084,8.596051,-4.6965165,-30.973198,-6.6328506,-13.933544,-3.586594,-6.8042026,-0.48827553,-5.9504366,1.2231417,-2.5069728,3.2735784,3.9702992,2.589832,5.9894104,0.7876627,12.885166,0.5,0.5
-0.9455963874271428,0.0,0.3934518221621852,1002.0,25.0,4.0,-5.6354594,-7.5270205,-3.105193,-3.6708248,-1.6657434,-1.791428,-1.7493944,-2.0907023,-2.2656217,1.0828662,-1.5694032,0.81213903,0.43860376,2.2959454,2.614838,6.2494826,-2.1013844,-17.423096,-3.8138807,-13.489757,-3.1021383,-12.383865,1.4137492,-5.4887886,2.6831791,3.417865,3.2975354,4.294149,3.4694045,9.879453,4.6012263,18.445478,0.0,0.0
-0.8214765533024145,-1.0,-0.8132180597730319,994.0,45.0,10.0,2.5465837,12.23194,9.300179,17.619394,10.335541,4.6219544,3.1632874,6.683835,0.6111853,0.49969357,-2.7813983,0.14506498,-1.6492757,-3.4495852,-1.6727695,-4.3121,3.7527463,39.01537,5.048891,43.66584,4.75316,39.7894,0.4301594,21.318052,-3.0601175,9.393513,-2.5726762,-0.7744203,0.75134027,-8.024967,0.33492705,-9.369924,0.0,-0.19999999999999574
-0.7469720876965551,-0.7071067811865477,0.6812523501849771,964.0,90.0,40.0,3.8704736,5.2342076,2.8434963,2.9611263,-0.08089458,-2.7534144,1.6134131,-4.983365,3.5629725,-1.9056895,1.546013,1.7832062,1.745731,2.1410081,2.8923364,6.9783216,2.433215,1.8721589,4.5446124,-1.8594961,1.9523598,-4.174454,0.044667516,-3.2625377,2.6606078,1.0366405,1.3853536,5.4319143,0.40767345,12.811113,1.860278,26.097263,0.5,0.0
-0.8115390590073611,0.0,0.1835201161703907,988.0,60.0,18.0,-0.14914922,-9.127063,-3.0502524,-6.545922,-3.6397712,-3.7359114,3.0550022,-2.210518,2.4706752,0.5489708,1.4904242,2.9521995,0.29585224,2.022162,1.4611487,3.293222,-2.330471,-10.48809,-0.8926024,-7.3230886,0.45253268,-2.6930022,1.5321974,3.6896133,1.0708536,11.724531,2.9894636,18.584301,1.2782778,23.44477,-1.6489477,29.403957,0.0,-0.5
-0.5221325810768248,-3.216245299353273e-16,0.1876209815248772,1000.0,40.0,4.0,-11.36831,-23.136053,-10.903611,-15.188824,-8.472898,-8.601499,-0.23760656,-2.8632839,1.7612202,0.65408874,-2.3747041,6.032306,-0.3358805,4.035961,5.802857,10.680221,-13.382807,-23.428204,-14.638457,-16.159752,-5.2908,1.4965214,3.4361427,4.4864774,3.151487,3.4129946,1.2648262,5.5974264,5.459356,15.280511,14.63542,33.93901,2.6000000000000005,-2.700000000000003
-0.9338372288229252,0.7071067811865476,-0.011505805308899,996.0,35.0,8.0,3.7616665,-3.2875247,2.165,-5.613091,1.8819993,-5.0688353,3.6460495,-5.1194453,2.441403,0.3713915,1.4338019,2.9435418,1.599991,1.8848332,1.4541903,2.2552226,2.934912,-21.59476,0.18934907,-13.43014,-0.9834249,-7.443965,3.487229,-4.5261993,2.4612615,5.1842275,2.8330312,5.9991217,1.0745761,5.309883,0.82275504,8.586247,0.5,0.5
-0.9398560579418952,-0.7071067811865475,0.0873166253179006,966.0,80.0,36.0,-1.49432,-14.054808,-2.0564737,-13.888279,-3.500216,-13.589148,-3.0390718,-9.072873,-0.43695098,-14.276607,14.995354,-26.192194,18.731813,-20.860338,14.506023,-20.562187,-5.4067864,-6.2347236,-3.2668476,-7.4374146,-3.6032748,-10.776205,-2.9046319,-2.7753277,0.33816716,2.361927,3.3842618,4.3467984,6.259868,8.407933,6.4128013,9.393924,0.1999999999999993,0.0
-0.9070138128026362,-3.216245299353273e-16,0.6882450560932879,982.0,70.0,24.0,5.1479335,12.40033,1.1704483,9.47355,1.1551427,10.869001,-2.3210914,10.988828,-1.6855359,3.9874215,-0.8506815,-2.154982,-1.8041201,-10.673569,-0.40688357,-11.822606,13.549341,11.890821,8.258709,8.385507,4.7725873,11.5048,3.9464462,14.212767,3.2480216,10.606852,-1.7718835,-2.6796124,-2.524118,-10.000422,-3.3108046,-15.150598,0.5,0.0
0.3294084822245304,-3.216245299353273e-16,-0.077959766444547,996.0,25.0,3.0,-0.31821606,4.6812553,0.53458995,6.8670797,-1.1082724,6.3784604,-1.9069583,1.1485596,1.9624629,1.0776716,0.28669283,-4.5828266,-2.1113937,-11.823694,-4.241549,-6.422305,-7.6492214,12.017799,-0.7571324,14.888331,1.1218184,11.614052,-1.4321079,5.949559,0.26454666,0.70670336,1.3399197,-0.9732605,3.638251,-7.3973756,2.968812,-5.8605714,1.4000000000000021,-0.8999999999999986
-0.8115390590073611,0.7071067811865476,0.211543396634545,990.0,55.0,16.0,-8.896519,-2.1389482,-6.038673,-2.5892556,-2.8883603,-2.6698449,-0.04764373,-0.57506466,0.23271586,0.014554499,0.0035398158,3.9159093,-1.5933142,3.6299882,-2.8342292,1.59313,-10.061609,-5.5915427,-5.3711624,-3.9110413,-1.0239265,-1.4954772,-0.63835835,2.4345417,2.0161192,7.3098426,4.576718,15.445864,3.027763,17.324116,4.3612328,21.515423,1.0,-0.5
-0.8840675099433637,-1.0,0.8071911236175391,1002.0,25.0,3.0,1.834883,5.6748376,13.766831,5.2440257,-0.33404875,13.533708,0.76412815,7.901493,-0.683822,5.449558,-4.807634,-1.0023353,-7.337655,-3.3208084,-3.1343114,-6.765491,3.4409206,28.10041,2.401578,26.425245,-2.348575,26.652802,-1.386472,21.84873,-1.5263668,14.016566,-3.804196,1.2175516,-6.688163,-3.5600204,-3.761202,-7.634446,0.5,-0.5
0.660152120671232,-0.7071067811865475,0.0504095492958288,992.0,30.0,4.0,3.1935513,-14.766451,3.0770369,-3.8276386,0.27632263,-1.2432883,-1.4019068,-2.1336899,1.7835939,-2.9388597,17.998753,0.43946233,22.97572,6.412093,16.611937,8.707556,3.8665626,-12.3328085,4.884447,-2.3831859,3.5686321,-2.9622536,7.7803025,-3.0775292,10.827386,-1.2785506,6.6600285,4.9666915,7.118756,10.218134,4.641936,14.536997,0.6999999999999993,1.0
-0.8840675099433637,-3.216245299353273e-16,0.9900755079060676,1001.0,40.0,8.0,-6.554841,10.482281,-6.508466,18.992512,-3.3205209,16.27365,-2.250349,12.102097,-2.1248457,4.227724,1.8166866,-2.144043,0.0023359472,-1.5972674,0.8883845,-4.117128,-2.5492473,24.347872,-1.514637,21.625908,2.4372656,18.985813,1.9585408,12.848931,2.6621215,2.504791,2.2733364,-1.4708174,-0.9447281,-1.1590071,1.8217587,-5.7103515,1.1000000000000014,1.499999999999993
0.7748840413670407,-0.7071067811865475,0.4790171307084147,994.0,40.0,8.0,1.5766195,-11.946054,-4.7346325,-6.3316636,-4.046905,5.0515966,0.75371087,1.3421646,1.374382,0.4452597,0.77407235,0.36650464,2.529047,12.942666,5.4447975,26.165575,0.25298697,-9.78398,-1.1930826,-4.5462418,0.36338097,5.453565,3.134408,1.0172838,4.023459,1.010265,3.878098,3.7553468,3.568285,12.426494,3.0095596,30.668785,0.0,-0.5
-0.8840675099433637,0.7071067811865476,0.7150183980933136,1004.0,25.0,3.0,-0.3744403,0.70270973,2.1500142,4.0067563,-0.69530237,8.050352,-3.4555397,2.8107107,-4.317107,0.05724101,-2.6246264,-2.6384454,-0.89176995,-6.078258,0.17694187,-5.0772104,-0.56008047,13.954522,2.0816069,24.028708,-0.9537779,21.561497,-2.9300816,12.406063,-2.6281269,8.441687,-1.6386366,2.0140393,-0.9250489,-4.9797254,-1.6374369,-8.438143,0.0,-0.5
